"tollgate_weight","norm_time","holiday","week","direction","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","volume"
"-1.71299840153","1.69910755721","-0.610002078794","-0.970727854131","-0.841028826863","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","-1.1117544367248984"
"-0.335068512274","1.69910755721","-0.610002078794","-0.970727854131","-0.841028826863","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","-0.8767090202034405"
"-0.335068512274","1.69910755721","-0.610002078794","-0.970727854131","1.18901988619","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","1.8369971523624802"
"1.04286137698","1.69910755721","-0.610002078794","-0.970727854131","-0.841028826863","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","-0.7912379596501833"
"1.04286137698","1.69910755721","-0.610002078794","-0.970727854131","1.18901988619","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","2.713075523033368"
"-0.335068512274","-1.77359485693","-0.610002078794","-0.970727854131","-0.841028826863","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","-1.026283376171641"
"-0.335068512274","-1.77359485693","-0.610002078794","-0.970727854131","1.18901988619","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","0.042104880744075854"
"1.04286137698","-1.77359485693","-0.610002078794","-0.970727854131","-0.841028826863","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","-0.8126057247884976"
"1.04286137698","-1.77359485693","-0.610002078794","-0.970727854131","1.18901988619","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","1.2386997284896786"
"-0.335068512274","-1.72468355532","-0.610002078794","-0.970727854131","-0.841028826863","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","-0.9621800807566979"
"-0.335068512274","-1.72468355532","-0.610002078794","-0.970727854131","1.18901988619","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","-0.49208924771378254"
"1.04286137698","-1.72468355532","-0.610002078794","-0.970727854131","-0.841028826863","0.738981586064","0.749615826032","1.33020593525","0.394282014532","-1.07211945946","0.11110102487","-0.160003387748","-0.8126057247884976"
