"0","1","2","3","4","5","6","lastperiod","holiday","norm_time","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","volume"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","0.579209254493","0","0","-0.941994182176","1.16453484946","1.1687414501","-0.799409108195","0.231618582528","-0.14735729766","-1.09734628664","-0.160003387748","55.5694444444"
"-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","0.471549788406","0","0","0.437732553921","2.29934355184","2.3038733486","1.30336204814","-0.581698577494","-1.6551216919","0.238306005028","-0.160003387748","51.1319444444"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.101736868507","0","0","-0.145997988274","2.26388077989","2.26894621326","-1.39892258681","-0.0937082814808","-1.45408643933","-0.334116405685","-0.160003387748","51.7013888889"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.0281695666812","0","0","-0.570529291688","2.03337276222","2.04191983356","1.50916518259","-0.256371713485","-1.87626046972","0.429113475266","-0.160003387748","56.8819444444"
"-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","0.641113447494","0","0","-1.15425983388","1.66101365675","1.65772134484","-0.888888731869","-0.907025441502","-1.25305118677","0.301908495108","-0.160003387748","54.0694444444"
"-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","1.22606321323","0","0","-0.305197227054","1.82059613052","1.83235702153","-1.46155832338","-1.31368402151","-1.59481111613","0.810728415742","-0.160003387748","47.9444444444"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.51353432629","0","0","1.44599439953","1.02268376166","1.02903290874","1.07966298896","-1.06968887351","-0.971601833177","0.810728415742","-0.160003387748","56.2847222222"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","0.563957496798","0","0","-0.358263639981","2.21068662197","2.21655551026","-1.60472572126","-0.744362009498","-1.85615694446","0.556318455425","-0.160003387748","55.9791666667"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","0.524482359233","0","0","-1.36652548559","0.419816638519","0.435271607984","1.5628529568","3.72888237062","-1.31336176254","1.31954833638","-0.0911411702359","48.5902777778"
"2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.430098240073","0","0","-1.10119342096","1.35958009518","1.36084069446","1.07966298896","-0.419035145489","-0.14735729766","-0.461321385843","-0.160003387748","53.5"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","0.204195447623","0","0","0.331599728067","0.703518814115","0.697225123024","-0.960472430808","-0.663030293496","-0.770566580612","0.492715965345","-0.160003387748","48.2986111111"
"-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.467779053203","0","0","-0.517462878762","0.277965550721","0.27809949896","-0.888888731869","0.231618582528","0.274816732726","-0.524923875923","-0.160003387748","53.6180555556"
"-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","0.219447205319","0","0","-1.26039265974","2.19295523599","2.19909194259","-0.718877446889","0.638277162539","-1.09222298472","-0.970141306478","-0.160003387748","58.7777777778"
"-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","0.886038732842","0","0","-0.411330052908","2.37026909574","2.37372761928","1.60759276863","-0.744362009498","-1.43398291408","-0.71573134616","-0.160003387748","50.9722222222"
"-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.122371599507","0","0","-0.199064401201","0.366622480595","0.365417337306","-1.10363982869","1.28893089056","-0.891187732151","1.2559458463","1.9058631376","21.5972222222"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-3.91736777908","0","0","-0.0398651624204","0.668056042165","0.679761555354","-1.07679594158","0.150286866526","-0.629841903816","0.238306005028","-0.160003387748","45.8888888889"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.779094342639","0","0","0.543865379774","2.01564137624","2.02445626589","0.193814714586","-0.988357157505","-1.83605341921","0.9379333959","-0.160003387748","56.0555555556"
"-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","0.534351143624","0","0","0.649998205628","0.295696936696","0.295563066629","-1.20206741473","-0.8256937255","-0.569531328047","1.12874086614","-0.160003387748","56.0694444444"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","0.536145468059","0","0","0.809197444408","1.92698444637","1.93713842755","1.42863352129","0.0689551505236","-2.23812392434","-0.0797064453679","-0.160003387748","51.0347222222"
"-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.114297139551","0","0","0.27853331514","0.543936340342","0.540053014","1.2049344621","-1.23235230551","-0.428806651251","0.747125925663","-0.160003387748","48.6666666667"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.420229455682","0","0","1.1806623349","1.98017860429","1.98952913056","1.60759276863","-0.0123765654786","-1.81594989395","1.00153588598","-0.160003387748","60.4097222222"
"-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","1.09687185393","0","0","-1.10119342096","1.44823702505","1.44815853281","-1.55103794706","1.85825290257","-0.127253772404","-1.98778114775","-0.160003387748","59.6180555556"
"2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","0.994595361146","0","0","-0.782794943396","1.35958009518","1.36084069446","-1.52419405995","1.45159432256","-0.529324277534","-0.0161039552886","-0.160003387748","49.7291666667"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.282963636421","0","0","-0.464396465835","1.35958009518","1.36084069446","-0.799409108195","1.04493574255","-0.629841903816","-0.143308935447","-0.160003387748","48.875"
"-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.39331458916","0","0","-1.10119342096","0.242502778772","0.243172363621","-1.28259907603","1.45159432256","0.556266086317","-1.16094877672","-0.160003387748","61.2222222222"
"2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","1.20183983336","0","0","0.331599728067","2.17522385002","2.18162837492","-1.10363982869","1.69558947057","-2.09739924754","-0.906538816398","-0.160003387748","49.7638888889"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.278477825334","0","0","-0.888927769249","1.71420781467","1.72757561552","1.36599778471","-0.0937082814808","-1.45408643933","1.38315082646","-0.160003387748","52.9097222222"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","0.127936659145","0","0","0.862263857335","0.419816638519","0.435271607984","1.55390499443","-0.419035145489","-1.59481111613","1.44675331653","-0.0222789527243","59.2152777778"
"-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","0.942559952537","0","0","-0.995060595103","0.242502778772","0.243172363621","-1.28259907603","1.45159432256","0.556266086317","-1.16094877672","-0.160003387748","59.7569444444"
"-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","1.01253860549","0","0","0.862263857335","0.277965550721","0.27809949896","-1.27365111367","2.59023834659","-1.11232650997","1.2559458463","0.666343222392","37.0763888889"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-1.91759319651","0","0","-1.20732624681","0.419816638519","0.435271607984","1.5628529568","3.72888237062","-1.31336176254","1.31954833638","-0.0911411702359","50.9097222222"
"2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.130446059464","0","0","0.172400489287","0.68578742814","0.679761555354","-1.13943167816","-0.744362009498","-0.629841903816","0.683523435583","-0.160003387748","49.0694444444"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","0.651879394102","0","0","0.0132012505064","1.74967058662","1.76250275085","-0.00304045749693","-1.88300603353","-1.55460406562","1.44675331653","-0.160003387748","46.3680555556"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.717190149639","0","0","0.915330270262","2.08656692014","2.09431053657","1.5360090697","-0.663030293496","-1.69532874241","0.0474985347907","-0.160003387748","59.5"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","0.97934360345","0","0","1.23372874782","0.863101287887","0.871860799717","1.24072631157","-0.500366861492","-1.37367233831","1.19234335622","-0.160003387748","59.0069444444"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","0.915645086016","0","0","-0.623595704615","1.25319177933","1.25605928844","1.58074888153","0.719608878541","-1.41387938882","0.365510985187","-0.160003387748","46.9930555556"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.636445550073","0","0","-1.10119342096","0.774444358014","0.767079393701","-0.808357070563","0.150286866526","0.395437884265","-1.35175624695","-0.160003387748","60.4722222222"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","1.10494631389","0","0","-2.10945526657","1.37731148115","1.37830426213","1.38389370945","-1.31368402151","-0.971601833177","0.619920945504","-0.160003387748","57.7430555556"
"2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","0.75236156245","0","0","0.968396683189","1.80286474455","1.79742988619","-1.30049500077","0.556945446537","-1.43398291408","0.429113475266","-0.160003387748","57.9930555556"
"-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","0.784659402276","0","0","-2.10945526657","2.03337276222","2.02445626589","0.345930074832","-1.31368402151","-1.17263708574","-0.334116405685","-0.160003387748","49.6805555556"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.289243771942","0","0","0.27853331514","2.22841800794","2.21655551026","-1.24680722656","-0.419035145489","-1.55460406562","-0.206911425526","-0.160003387748","50.7638888889"
"2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.149286466029","0","0","1.33986157368","1.80286474455","1.79742988619","-1.30049500077","0.556945446537","-1.43398291408","0.429113475266","-0.160003387748","54.9027777778"
"-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","0.385422215537","0","0","-0.676662117542","0.100651690974","0.103463822266","-0.683085597419","1.53292603856","0.234609682213","-0.143308935447","-0.160003387748","46.4375"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.708218527465","0","0","-1.20732624681","0.455279410469","0.452735175653","-1.13048371579","1.20759917455","0.415541409522","-1.22455126679","-0.160003387748","60.5694444444"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","1.11750658493","0","0","-1.10119342096","1.07587791958","1.08142361175","-1.46155832338","1.04493574255","-1.09222298472","-0.143308935447","-0.160003387748","52.8402777778"
"-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","0.118965036971","0","0","1.55212722538","2.03337276222","2.02445626589","0.345930074832","-1.31368402151","-1.17263708574","-0.334116405685","-0.160003387748","55.6458333333"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","0.481418572798","0","0","-0.782794943396","2.03337276222","2.04191983356","1.50916518259","-0.256371713485","-1.87626046972","0.429113475266","-0.160003387748","57.6388888889"
"-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","0.738904129189","0","0","0.649998205628","1.73193920065","1.72757561552","1.31231001051","-0.744362009498","-1.63501816664","-0.0161039552886","-0.160003387748","52.1319444444"
"-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","0.0274544907971","0","0","0.172400489287","2.10429830612","2.09431053657","-1.2110153771","0.394282014532","-1.45408643933","-0.524923875923","-0.160003387748","48.4305555556"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.450732971073","0","0","1.23372874782","1.98017860429","1.98952913056","1.55390499443","0.800940594543","-2.21802039908","-0.652128856081","-0.160003387748","49.1805555556"
"-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.353839451595","0","0","1.65826005124","2.03337276222","2.02445626589","0.345930074832","-1.31368402151","-1.17263708574","-0.334116405685","-0.160003387748","49.4722222222"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.316158638464","0","0","-0.570529291688","0.419816638519","0.435271607984","1.57180091916","1.37026260656","-1.39377586356","1.38315082646","0.804067657415","52.7847222222"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","0.111787739232","0","0","-2.10945526657","1.16453484946","1.1687414501","-1.59577775889","1.53292603856","-1.63501816664","1.2559458463","0.528618787368","54.4722222222"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","0.329798158058","0","0","-0.517462878762","0.419816638519","0.435271607984","1.57180091916","1.37026260656","-1.39377586356","1.38315082646","0.804067657415","52.3402777778"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","0.0543693573189","0","0","0.649998205628","2.08656692014","2.09431053657","1.5360090697","-0.663030293496","-1.69532874241","0.0474985347907","-0.160003387748","55.2222222222"
"-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","0.426691677537","0","0","0.968396683189","2.08656692014","2.09431053657","-1.48840221048","-0.0123765654786","-1.6551216919","0.301908495108","-0.160003387748","60.1319444444"
"-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","1.06098536523","0","0","0.27853331514","2.10429830612","2.09431053657","-1.2110153771","0.394282014532","-1.45408643933","-0.524923875923","-0.160003387748","50.3263888889"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.205807685725","0","0","1.44599439953","1.37731148115","1.37830426213","1.38389370945","-1.31368402151","-0.971601833177","0.619920945504","-0.160003387748","58.7569444444"
"-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","0.883347246189","0","0","0.756131031482","0.295696936696","0.295563066629","-1.20206741473","-0.8256937255","-0.569531328047","1.12874086614","-0.160003387748","58.3333333333"
"-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","0.828620350929","0","0","-0.0929315753472","1.96244721832","1.97206556289","-0.674137635052","0.963604026547","-1.192740611","-0.270513915606","-0.160003387748","48.4444444444"
"-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.448938646638","0","0","0.0132012505064","1.7674019726","1.76250275085","1.30336204814","-0.0937082814808","-1.41387938882","-0.588526366002","-0.160003387748","47.8819444444"
"2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.521608786247","0","0","0.543865379774","1.85605890247","1.8498205892","1.46442537076","-0.256371713485","-1.25305118677","0.556318455425","-0.160003387748","49.9305555556"
"-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.256945932116","0","0","0.172400489287","1.4127742531","1.41323139747","-0.844148920032","0.31295029853","-0.891187732151","0.365510985187","-0.160003387748","45.2569444444"
"-0.408248290464","-0.408248290464","2.44948974278","-0.408248290464","-0.408248290464","-0.408248290464","-0.408248290464","-0.860736104421","0","0","0.915330270262","2.06883553417","2.05938340123","1.49126925786","-0.0123765654786","-1.75563931818","-0.0797064453679","-0.160003387748","61.4513888889"
