"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","2","[2016-10-18 08:00:00,2016-10-18 08:20:00)","66.6762655924"
"A","2","[2016-10-18 08:20:00,2016-10-18 08:40:00)","73.7750185336"
"A","2","[2016-10-18 08:40:00,2016-10-18 09:00:00)","70.6415300363"
"A","2","[2016-10-18 09:00:00,2016-10-18 09:20:00)","72.7574690167"
"A","2","[2016-10-18 09:20:00,2016-10-18 09:40:00)","68.596822372"
"A","2","[2016-10-18 09:40:00,2016-10-18 10:00:00)","68.3795120402"
"A","2","[2016-10-18 17:00:00,2016-10-18 17:20:00)","66.1890753229"
"A","2","[2016-10-18 17:20:00,2016-10-18 17:40:00)","67.1811911726"
"A","2","[2016-10-18 17:40:00,2016-10-18 18:00:00)","66.5711884764"
"A","2","[2016-10-18 18:00:00,2016-10-18 18:20:00)","63.7630777647"
"A","2","[2016-10-18 18:20:00,2016-10-18 18:40:00)","61.3365655002"
"A","2","[2016-10-18 18:40:00,2016-10-18 19:00:00)","62.7646003198"
"A","2","[2016-10-19 08:00:00,2016-10-19 08:20:00)","65.7392213967"
"A","2","[2016-10-19 08:20:00,2016-10-19 08:40:00)","72.8379743379"
"A","2","[2016-10-19 08:40:00,2016-10-19 09:00:00)","69.7044858405"
"A","2","[2016-10-19 09:00:00,2016-10-19 09:20:00)","71.8204248209"
"A","2","[2016-10-19 09:20:00,2016-10-19 09:40:00)","67.6597781763"
"A","2","[2016-10-19 09:40:00,2016-10-19 10:00:00)","67.4424678444"
"A","2","[2016-10-19 17:00:00,2016-10-19 17:20:00)","64.2807278953"
"A","2","[2016-10-19 17:20:00,2016-10-19 17:40:00)","65.272843745"
"A","2","[2016-10-19 17:40:00,2016-10-19 18:00:00)","64.6628410487"
"A","2","[2016-10-19 18:00:00,2016-10-19 18:20:00)","61.8547303371"
"A","2","[2016-10-19 18:20:00,2016-10-19 18:40:00)","59.4282180725"
"A","2","[2016-10-19 18:40:00,2016-10-19 19:00:00)","60.8562528921"
"A","2","[2016-10-20 08:00:00,2016-10-20 08:20:00)","65.1622158681"
"A","2","[2016-10-20 08:20:00,2016-10-20 08:40:00)","72.2609688093"
"A","2","[2016-10-20 08:40:00,2016-10-20 09:00:00)","69.127480312"
"A","2","[2016-10-20 09:00:00,2016-10-20 09:20:00)","71.2434192923"
