"tollgate_id","time_window","direction","volume"
"1","[2016-10-18 08:00:00,2016-10-18 08:20:00)","0","38"
"1","[2016-10-18 08:20:00,2016-10-18 08:40:00)","0","43"
"1","[2016-10-18 08:40:00,2016-10-18 09:00:00)","0","43"
"1","[2016-10-18 09:00:00,2016-10-18 09:20:00)","0","47"
"1","[2016-10-18 09:20:00,2016-10-18 09:40:00)","0","52"
"1","[2016-10-18 09:40:00,2016-10-18 10:00:00)","0","52"
"1","[2016-10-18 17:00:00,2016-10-18 17:20:00)","0","58"
"1","[2016-10-18 17:20:00,2016-10-18 17:40:00)","0","54"
"1","[2016-10-18 17:40:00,2016-10-18 18:00:00)","0","51"
"1","[2016-10-18 18:00:00,2016-10-18 18:20:00)","0","45"
"1","[2016-10-18 18:20:00,2016-10-18 18:40:00)","0","42"
"1","[2016-10-18 18:40:00,2016-10-18 19:00:00)","0","39"
"1","[2016-10-19 08:00:00,2016-10-19 08:20:00)","0","37"
"1","[2016-10-19 08:20:00,2016-10-19 08:40:00)","0","41"
"1","[2016-10-19 08:40:00,2016-10-19 09:00:00)","0","42"
"1","[2016-10-19 09:00:00,2016-10-19 09:20:00)","0","46"
"1","[2016-10-19 09:20:00,2016-10-19 09:40:00)","0","51"
"1","[2016-10-19 09:40:00,2016-10-19 10:00:00)","0","51"
"1","[2016-10-19 17:00:00,2016-10-19 17:20:00)","0","57"
"1","[2016-10-19 17:20:00,2016-10-19 17:40:00)","0","53"
"1","[2016-10-19 17:40:00,2016-10-19 18:00:00)","0","50"
"1","[2016-10-19 18:00:00,2016-10-19 18:20:00)","0","44"
"1","[2016-10-19 18:20:00,2016-10-19 18:40:00)","0","41"
"1","[2016-10-19 18:40:00,2016-10-19 19:00:00)","0","39"
"1","[2016-10-20 08:00:00,2016-10-20 08:20:00)","0","65"
"1","[2016-10-20 08:20:00,2016-10-20 08:40:00)","0","73"
"1","[2016-10-20 08:40:00,2016-10-20 09:00:00)","0","75"
"1","[2016-10-20 09:00:00,2016-10-20 09:20:00)","0","81"
"1","[2016-10-20 09:20:00,2016-10-20 09:40:00)","0","90"
"1","[2016-10-20 09:40:00,2016-10-20 10:00:00)","0","90"
"1","[2016-10-20 17:00:00,2016-10-20 17:20:00)","0","69"
"1","[2016-10-20 17:20:00,2016-10-20 17:40:00)","0","65"
"1","[2016-10-20 17:40:00,2016-10-20 18:00:00)","0","60"
"1","[2016-10-20 18:00:00,2016-10-20 18:20:00)","0","53"
"1","[2016-10-20 18:20:00,2016-10-20 18:40:00)","0","50"
"1","[2016-10-20 18:40:00,2016-10-20 19:00:00)","0","47"
"1","[2016-10-21 08:00:00,2016-10-21 08:20:00)","0","65"
"1","[2016-10-21 08:20:00,2016-10-21 08:40:00)","0","73"
"1","[2016-10-21 08:40:00,2016-10-21 09:00:00)","0","75"
"1","[2016-10-21 09:00:00,2016-10-21 09:20:00)","0","81"
"1","[2016-10-21 09:20:00,2016-10-21 09:40:00)","0","90"
"1","[2016-10-21 09:40:00,2016-10-21 10:00:00)","0","90"
"1","[2016-10-21 17:00:00,2016-10-21 17:20:00)","0","69"
"1","[2016-10-21 17:20:00,2016-10-21 17:40:00)","0","65"
"1","[2016-10-21 17:40:00,2016-10-21 18:00:00)","0","60"
"1","[2016-10-21 18:00:00,2016-10-21 18:20:00)","0","53"
"1","[2016-10-21 18:20:00,2016-10-21 18:40:00)","0","50"
"1","[2016-10-21 18:40:00,2016-10-21 19:00:00)","0","47"
"1","[2016-10-22 08:00:00,2016-10-22 08:20:00)","0","65"
"1","[2016-10-22 08:20:00,2016-10-22 08:40:00)","0","73"
