"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","2","[2016-10-18 08:00:00,2016-10-18 08:20:00)","60.6228752552"
"A","2","[2016-10-18 08:20:00,2016-10-18 08:40:00)","62.2635221553"
"A","2","[2016-10-18 08:40:00,2016-10-18 09:00:00)","66.4326434144"
"A","2","[2016-10-18 09:00:00,2016-10-18 09:20:00)","75.0862804003"
"A","2","[2016-10-18 09:20:00,2016-10-18 09:40:00)","76.2523447739"
"A","2","[2016-10-18 09:40:00,2016-10-18 10:00:00)","80.2738157186"
"A","2","[2016-10-18 17:00:00,2016-10-18 17:20:00)","76.3854818472"
"A","2","[2016-10-18 17:20:00,2016-10-18 17:40:00)","76.3854818472"
"A","2","[2016-10-18 17:40:00,2016-10-18 18:00:00)","76.3854818472"
"A","2","[2016-10-18 18:00:00,2016-10-18 18:20:00)","80.5605012016"
"A","2","[2016-10-18 18:20:00,2016-10-18 18:40:00)","79.4294744409"
"A","2","[2016-10-18 18:40:00,2016-10-18 19:00:00)","76.6088941157"
"A","2","[2016-10-19 08:00:00,2016-10-19 08:20:00)","60.7384260935"
"A","2","[2016-10-19 08:20:00,2016-10-19 08:40:00)","62.3790729936"
"A","2","[2016-10-19 08:40:00,2016-10-19 09:00:00)","66.5481942526"
"A","2","[2016-10-19 09:00:00,2016-10-19 09:20:00)","75.2018312386"
"A","2","[2016-10-19 09:20:00,2016-10-19 09:40:00)","76.3678956122"
"A","2","[2016-10-19 09:40:00,2016-10-19 10:00:00)","80.3893665569"
"A","2","[2016-10-19 10:00:00,2016-10-19 10:20:00)","80.3893665569"
"A","2","[2016-10-19 17:00:00,2016-10-19 17:20:00)","71.9856780372"
"A","2","[2016-10-19 17:20:00,2016-10-19 17:40:00)","71.9856780372"
"A","2","[2016-10-19 17:40:00,2016-10-19 18:00:00)","71.9856780372"
"A","2","[2016-10-19 18:00:00,2016-10-19 18:20:00)","67.9500741733"
"A","2","[2016-10-19 18:20:00,2016-10-19 18:40:00)","66.8190474126"
"A","2","[2016-10-19 18:40:00,2016-10-19 19:00:00)","63.9984670874"
"A","2","[2016-10-20 08:00:00,2016-10-20 08:20:00)","62.078586548"
