"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","2","[2016-10-18 08:00:00,2016-10-18 08:20:00)","56.9099442741"
"A","2","[2016-10-18 08:20:00,2016-10-18 08:40:00)","56.9099442741"
"A","2","[2016-10-18 08:40:00,2016-10-18 09:00:00)","56.9099442741"
"A","2","[2016-10-18 09:00:00,2016-10-18 09:20:00)","56.9099442741"
"A","2","[2016-10-18 09:20:00,2016-10-18 09:40:00)","56.9099442741"
"A","2","[2016-10-18 09:40:00,2016-10-18 10:00:00)","56.9099442741"
"A","2","[2016-10-18 17:00:00,2016-10-18 17:20:00)","63.8698103989"
"A","2","[2016-10-18 17:20:00,2016-10-18 17:40:00)","63.8698103989"
"A","2","[2016-10-18 17:40:00,2016-10-18 18:00:00)","63.8698103989"
"A","2","[2016-10-18 18:00:00,2016-10-18 18:20:00)","63.8698103989"
"A","2","[2016-10-18 18:20:00,2016-10-18 18:40:00)","64.7297114467"
"A","2","[2016-10-18 18:40:00,2016-10-18 19:00:00)","63.8698103989"
"A","2","[2016-10-19 08:00:00,2016-10-19 08:20:00)","54.6830071483"
"A","2","[2016-10-19 08:20:00,2016-10-19 08:40:00)","54.6830071483"
"A","2","[2016-10-19 08:40:00,2016-10-19 09:00:00)","54.6830071483"
"A","2","[2016-10-19 09:00:00,2016-10-19 09:20:00)","54.6830071483"
"A","2","[2016-10-19 09:20:00,2016-10-19 09:40:00)","54.6830071483"
"A","2","[2016-10-19 09:40:00,2016-10-19 10:00:00)","54.6830071483"
"A","2","[2016-10-19 17:00:00,2016-10-19 17:20:00)","55.9828071334"
"A","2","[2016-10-19 17:20:00,2016-10-19 17:40:00)","55.9828071334"
"A","2","[2016-10-19 17:40:00,2016-10-19 18:00:00)","55.9828071334"
"A","2","[2016-10-19 18:00:00,2016-10-19 18:20:00)","55.9828071334"
"A","2","[2016-10-19 18:20:00,2016-10-19 18:40:00)","56.8427081812"
"A","2","[2016-10-19 18:40:00,2016-10-19 19:00:00)","55.9828071334"
"A","2","[2016-10-20 08:00:00,2016-10-20 08:20:00)","58.5602801011"
"A","2","[2016-10-20 08:20:00,2016-10-20 08:40:00)","58.5602801011"
"A","2","[2016-10-20 08:40:00,2016-10-20 09:00:00)","58.5602801011"
"A","2","[2016-10-20 09:00:00,2016-10-20 09:20:00)","58.5602801011"
"A","2","[2016-10-20 09:20:00,2016-10-20 09:40:00)","58.5602801011"
"A","2","[2016-10-20 09:40:00,2016-10-20 10:00:00)","58.5602801011"
"A","2","[2016-10-20 17:00:00,2016-10-20 17:20:00)","56.3529895747"
"A","2","[2016-10-20 17:20:00,2016-10-20 17:40:00)","56.3529895747"
"A","2","[2016-10-20 17:40:00,2016-10-20 18:00:00)","56.3529895747"
"A","2","[2016-10-20 18:00:00,2016-10-20 18:20:00)","56.3529895747"
"A","2","[2016-10-20 18:20:00,2016-10-20 18:40:00)","57.2128906225"
"A","2","[2016-10-20 18:40:00,2016-10-20 19:00:00)","56.3529895747"
"A","2","[2016-10-21 08:00:00,2016-10-21 08:20:00)","58.5340464382"
"A","2","[2016-10-21 08:20:00,2016-10-21 08:40:00)","58.5340464382"
"A","2","[2016-10-21 08:40:00,2016-10-21 09:00:00)","58.5340464382"
"A","2","[2016-10-21 09:00:00,2016-10-21 09:20:00)","58.5340464382"
"A","2","[2016-10-21 09:20:00,2016-10-21 09:40:00)","58.5340464382"
"A","2","[2016-10-21 09:40:00,2016-10-21 10:00:00)","58.5340464382"
"A","2","[2016-10-21 17:00:00,2016-10-21 17:20:00)","60.8142883195"
"A","2","[2016-10-21 17:20:00,2016-10-21 17:40:00)","60.8142883195"
"A","2","[2016-10-21 17:40:00,2016-10-21 18:00:00)","60.8142883195"
"A","2","[2016-10-21 18:00:00,2016-10-21 18:20:00)","60.8142883195"
"A","2","[2016-10-21 18:20:00,2016-10-21 18:40:00)","61.6741893673"
"A","2","[2016-10-21 18:40:00,2016-10-21 19:00:00)","60.8142883195"
"A","2","[2016-10-22 08:00:00,2016-10-22 08:20:00)","60.7924107466"
"A","2","[2016-10-22 08:20:00,2016-10-22 08:40:00)","60.7924107466"
"A","2","[2016-10-22 08:40:00,2016-10-22 09:00:00)","60.7924107466"
"A","2","[2016-10-22 09:00:00,2016-10-22 09:20:00)","60.7924107466"
"A","2","[2016-10-22 09:20:00,2016-10-22 09:40:00)","60.7924107466"
"A","2","[2016-10-22 09:40:00,2016-10-22 10:00:00)","60.7924107466"
"A","2","[2016-10-22 17:00:00,2016-10-22 17:20:00)","55.4424909027"
"A","2","[2016-10-22 17:20:00,2016-10-22 17:40:00)","55.4424909027"
"A","2","[2016-10-22 17:40:00,2016-10-22 18:00:00)","55.4424909027"
