"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","2","[2016-10-18 08:00:00,2016-10-18 08:20:00)","58.662099011"
"A","2","[2016-10-18 08:20:00,2016-10-18 08:40:00)","58.7374535272"
"A","2","[2016-10-18 08:40:00,2016-10-18 09:00:00)","58.8128080435"
"A","2","[2016-10-18 09:00:00,2016-10-18 09:20:00)","58.8881625597"
"A","2","[2016-10-18 09:20:00,2016-10-18 09:40:00)","58.9635170759"
"A","2","[2016-10-18 09:40:00,2016-10-18 10:00:00)","59.0388715922"
"A","2","[2016-10-18 17:00:00,2016-10-18 17:20:00)","59.9194308417"
"A","2","[2016-10-18 17:20:00,2016-10-18 17:40:00)","59.9947853579"
"A","2","[2016-10-18 17:40:00,2016-10-18 18:00:00)","60.0701398741"
"A","2","[2016-10-18 18:00:00,2016-10-18 18:20:00)","60.1454943904"
"A","2","[2016-10-18 18:20:00,2016-10-18 18:40:00)","60.2208489066"
"A","2","[2016-10-18 18:40:00,2016-10-18 19:00:00)","60.2962034228"
"A","2","[2016-10-19 08:00:00,2016-10-19 08:20:00)","56.6776235279"
"A","2","[2016-10-19 08:20:00,2016-10-19 08:40:00)","56.7529780441"
"A","2","[2016-10-19 08:40:00,2016-10-19 09:00:00)","56.8283325603"
"A","2","[2016-10-19 09:00:00,2016-10-19 09:20:00)","56.9036870766"
"A","2","[2016-10-19 09:20:00,2016-10-19 09:40:00)","56.9790415928"
"A","2","[2016-10-19 09:40:00,2016-10-19 10:00:00)","57.054396109"
"A","2","[2016-10-19 17:00:00,2016-10-19 17:20:00)","57.9751758038"
"A","2","[2016-10-19 17:20:00,2016-10-19 17:40:00)","58.0505303201"
"A","2","[2016-10-19 17:40:00,2016-10-19 18:00:00)","58.1258848363"
"A","2","[2016-10-19 18:00:00,2016-10-19 18:20:00)","58.2012393525"
"A","2","[2016-10-19 18:20:00,2016-10-19 18:40:00)","58.2765938688"
"A","2","[2016-10-19 18:40:00,2016-10-19 19:00:00)","58.351948385"
"A","2","[2016-10-20 08:00:00,2016-10-20 08:20:00)","57.2710263316"
"A","2","[2016-10-20 08:20:00,2016-10-20 08:40:00)","57.3463808478"
"A","2","[2016-10-20 08:40:00,2016-10-20 09:00:00)","57.421735364"
"A","2","[2016-10-20 09:00:00,2016-10-20 09:20:00)","57.4970898803"
"A","2","[2016-10-20 09:20:00,2016-10-20 09:40:00)","57.5724443965"
"A","2","[2016-10-20 09:40:00,2016-10-20 10:00:00)","57.6477989127"
"A","2","[2016-10-20 17:00:00,2016-10-20 17:20:00)","58.8758941841"
"A","2","[2016-10-20 17:20:00,2016-10-20 17:40:00)","58.9512487003"
"A","2","[2016-10-20 17:40:00,2016-10-20 18:00:00)","59.0266032165"
"A","2","[2016-10-20 18:00:00,2016-10-20 18:20:00)","59.1019577328"
"A","2","[2016-10-20 18:20:00,2016-10-20 18:40:00)","59.177312249"
"A","2","[2016-10-20 18:40:00,2016-10-20 19:00:00)","59.2526667652"
"A","2","[2016-10-21 08:00:00,2016-10-21 08:20:00)","57.2574513892"
"A","2","[2016-10-21 08:20:00,2016-10-21 08:40:00)","57.3328059054"
"A","2","[2016-10-21 08:40:00,2016-10-21 09:00:00)","57.4081604216"
"A","2","[2016-10-21 09:00:00,2016-10-21 09:20:00)","57.4835149379"
"A","2","[2016-10-21 09:20:00,2016-10-21 09:40:00)","57.5588694541"
"A","2","[2016-10-21 09:40:00,2016-10-21 10:00:00)","57.6342239703"
"A","2","[2016-10-21 17:00:00,2016-10-21 17:20:00)","60.5729977255"
"A","2","[2016-10-21 17:20:00,2016-10-21 17:40:00)","60.6483522417"
"A","2","[2016-10-21 17:40:00,2016-10-21 18:00:00)","60.723706758"
"A","2","[2016-10-21 18:00:00,2016-10-21 18:20:00)","60.7990612742"
"A","2","[2016-10-21 18:20:00,2016-10-21 18:40:00)","60.8744157904"
"A","2","[2016-10-21 18:40:00,2016-10-21 19:00:00)","60.9497703066"
"A","2","[2016-10-22 08:00:00,2016-10-22 08:20:00)","57.4892475583"
"A","2","[2016-10-22 08:20:00,2016-10-22 08:40:00)","57.5646020745"
"A","2","[2016-10-22 08:40:00,2016-10-22 09:00:00)","57.6399565907"
"A","2","[2016-10-22 09:00:00,2016-10-22 09:20:00)","57.7153111069"
"A","2","[2016-10-22 09:20:00,2016-10-22 09:40:00)","57.7906656232"
"A","2","[2016-10-22 09:40:00,2016-10-22 10:00:00)","57.8660201394"
"A","2","[2016-10-22 17:00:00,2016-10-22 17:20:00)","58.4228743596"
"A","2","[2016-10-22 17:20:00,2016-10-22 17:40:00)","58.4982288759"
"A","2","[2016-10-22 17:40:00,2016-10-22 18:00:00)","58.5735833921"
"A","2","[2016-10-22 18:00:00,2016-10-22 18:20:00)","58.6489379083"
"A","2","[2016-10-22 18:20:00,2016-10-22 18:40:00)","58.7242924246"
"A","2","[2016-10-22 18:40:00,2016-10-22 19:00:00)","58.7996469408"
"A","2","[2016-10-23 08:00:00,2016-10-23 08:20:00)","55.684912224"
"A","2","[2016-10-23 08:20:00,2016-10-23 08:40:00)","55.7602667402"
"A","2","[2016-10-23 08:40:00,2016-10-23 09:00:00)","55.8356212564"
"A","2","[2016-10-23 09:00:00,2016-10-23 09:20:00)","55.9109757727"
"A","2","[2016-10-23 09:20:00,2016-10-23 09:40:00)","55.9863302889"
"A","2","[2016-10-23 09:40:00,2016-10-23 10:00:00)","56.0616848051"
"A","2","[2016-10-23 17:00:00,2016-10-23 17:20:00)","58.1052340403"
"A","2","[2016-10-23 17:20:00,2016-10-23 17:40:00)","58.1805885565"
"A","2","[2016-10-23 17:40:00,2016-10-23 18:00:00)","58.2559430728"
"A","2","[2016-10-23 18:00:00,2016-10-23 18:20:00)","58.331297589"
"A","2","[2016-10-23 18:20:00,2016-10-23 18:40:00)","58.4066521052"
