"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","2","[2016-10-18 08:00:00,2016-10-18 08:20:00)","54.2346937679"
"A","2","[2016-10-18 08:20:00,2016-10-18 08:40:00)","54.4625074527"
"A","2","[2016-10-18 08:40:00,2016-10-18 09:00:00)","54.7063205025"
"A","2","[2016-10-18 09:00:00,2016-10-18 09:20:00)","54.9644877777"
"A","2","[2016-10-18 09:20:00,2016-10-18 09:40:00)","55.2351296605"
"A","2","[2016-10-18 09:40:00,2016-10-18 10:00:00)","55.5161468526"
"A","2","[2016-10-18 17:00:00,2016-10-18 17:20:00)","60.090062916"
"A","2","[2016-10-18 17:20:00,2016-10-18 17:40:00)","59.709494854"
"A","2","[2016-10-18 17:40:00,2016-10-18 18:00:00)","59.2883345889"
"A","2","[2016-10-18 18:00:00,2016-10-18 18:20:00)","58.8291090081"
"A","2","[2016-10-18 18:20:00,2016-10-18 18:40:00)","58.3347102878"
"A","2","[2016-10-18 18:40:00,2016-10-18 19:00:00)","57.808367565"
"A","2","[2016-10-19 08:00:00,2016-10-19 08:20:00)","56.0429641963"
"A","2","[2016-10-19 08:20:00,2016-10-19 08:40:00)","56.3446651768"
"A","2","[2016-10-19 08:40:00,2016-10-19 09:00:00)","56.6597874142"
"A","2","[2016-10-19 09:00:00,2016-10-19 09:20:00)","56.9861724519"
"A","2","[2016-10-19 09:20:00,2016-10-19 09:40:00)","57.321399071"
"A","2","[2016-10-19 09:40:00,2016-10-19 10:00:00)","57.6627999875"
"A","2","[2016-10-19 17:00:00,2016-10-19 17:20:00)","59.1535020674"
"A","2","[2016-10-19 17:20:00,2016-10-19 17:40:00)","59.0786111102"
"A","2","[2016-10-19 17:40:00,2016-10-19 18:00:00)","58.970085487"
"A","2","[2016-10-19 18:00:00,2016-10-19 18:20:00)","58.828223319"
"A","2","[2016-10-19 18:20:00,2016-10-19 18:40:00)","58.653681981"
"A","2","[2016-10-19 18:40:00,2016-10-19 19:00:00)","58.4474713534"
"A","2","[2016-10-20 08:00:00,2016-10-20 08:20:00)","56.7147684974"
"A","2","[2016-10-20 08:20:00,2016-10-20 08:40:00)","56.9631738355"
"A","2","[2016-10-20 08:40:00,2016-10-20 09:00:00)","57.2183533441"
"A","2","[2016-10-20 09:00:00,2016-10-20 09:20:00)","57.4791459098"
"A","2","[2016-10-20 09:20:00,2016-10-20 09:40:00)","57.7442623561"
"A","2","[2016-10-20 09:40:00,2016-10-20 10:00:00)","58.0122894194"
"A","2","[2016-10-20 17:00:00,2016-10-20 17:20:00)","59.64872315"
"A","2","[2016-10-20 17:20:00,2016-10-20 17:40:00)","59.4708300894"
"A","2","[2016-10-20 17:40:00,2016-10-20 18:00:00)","59.2574401131"
"A","2","[2016-10-20 18:00:00,2016-10-20 18:20:00)","59.0089642268"
"A","2","[2016-10-20 18:20:00,2016-10-20 18:40:00)","58.7261593109"
"A","2","[2016-10-20 18:40:00,2016-10-20 19:00:00)","58.4101285298"
"A","2","[2016-10-21 08:00:00,2016-10-21 08:20:00)","56.5560264034"
"A","2","[2016-10-21 08:20:00,2016-10-21 08:40:00)","56.731335504"
"A","2","[2016-10-21 08:40:00,2016-10-21 09:00:00)","56.910255957"
"A","2","[2016-10-21 09:00:00,2016-10-21 09:20:00)","57.0916213786"
"A","2","[2016-10-21 09:20:00,2016-10-21 09:40:00)","57.2741273567"
"A","2","[2016-10-21 09:40:00,2016-10-21 10:00:00)","57.4563378409"
"A","2","[2016-10-21 17:00:00,2016-10-21 17:20:00)","58.2276071531"
"A","2","[2016-10-21 17:20:00,2016-10-21 17:40:00)","57.9827039378"
"A","2","[2016-10-21 17:40:00,2016-10-21 18:00:00)","57.7063036294"
"A","2","[2016-10-21 18:00:00,2016-10-21 18:20:00)","57.3993879325"
"A","2","[2016-10-21 18:20:00,2016-10-21 18:40:00)","57.0632665272"
"A","2","[2016-10-21 18:40:00,2016-10-21 19:00:00)","56.6995684574"
"A","2","[2016-10-22 08:00:00,2016-10-22 08:20:00)","60.3077656797"
"A","2","[2016-10-22 08:20:00,2016-10-22 08:40:00)","60.5026572335"
"A","2","[2016-10-22 08:40:00,2016-10-22 09:00:00)","60.684397611"
"A","2","[2016-10-22 09:00:00,2016-10-22 09:20:00)","60.8521410944"
"A","2","[2016-10-22 09:20:00,2016-10-22 09:40:00)","61.0051122199"
"A","2","[2016-10-22 09:40:00,2016-10-22 10:00:00)","61.1426115955"
"A","2","[2016-10-22 17:00:00,2016-10-22 17:20:00)","56.9081383479"
"A","2","[2016-10-22 17:20:00,2016-10-22 17:40:00)","56.7964677694"
"A","2","[2016-10-22 17:40:00,2016-10-22 18:00:00)","56.6687309353"
