"tollgate_id","time_window","direction","volume"
"1","[2016-10-20 17:20:00,2016-10-20 17:40:00)","1","102.5"
"1","[2016-10-23 17:40:00,2016-10-23 18:00:00)","1","101.0"
"1","[2016-10-19 09:20:00,2016-10-19 09:40:00)","0","62.0"
"1","[2016-10-22 17:20:00,2016-10-22 17:40:00)","1","94.5"
"2","[2016-10-19 08:40:00,2016-10-19 09:00:00)","0","100.5"
"1","[2016-10-21 18:20:00,2016-10-21 18:40:00)","0","34.5"
"2","[2016-10-21 09:20:00,2016-10-21 09:40:00)","0","72.0"
"2","[2016-10-24 18:00:00,2016-10-24 18:20:00)","0","78.0"
"3","[2016-10-21 08:40:00,2016-10-21 09:00:00)","0","167.5"
"3","[2016-10-20 17:20:00,2016-10-20 17:40:00)","0","120.5"
"2","[2016-10-21 09:40:00,2016-10-21 10:00:00)","0","66.0"
"1","[2016-10-20 18:20:00,2016-10-20 18:40:00)","0","26.5"
"1","[2016-10-24 17:00:00,2016-10-24 17:20:00)","0","46.5"
"1","[2016-10-20 18:20:00,2016-10-20 18:40:00)","1","79.5"
"1","[2016-10-24 09:00:00,2016-10-24 09:20:00)","0","66.0"
"3","[2016-10-24 09:00:00,2016-10-24 09:20:00)","0","204.0"
"1","[2016-10-21 17:20:00,2016-10-21 17:40:00)","1","103.5"
"2","[2016-10-24 17:40:00,2016-10-24 18:00:00)","0","83.0"
"2","[2016-10-24 09:20:00,2016-10-24 09:40:00)","0","98.5"
"3","[2016-10-23 18:20:00,2016-10-23 18:40:00)","0","59.5"
"1","[2016-10-24 09:20:00,2016-10-24 09:40:00)","0","71.5"
"3","[2016-10-19 09:40:00,2016-10-19 10:00:00)","0","155.5"
"1","[2016-10-22 09:40:00,2016-10-22 10:00:00)","0","46.5"
"2","[2016-10-22 17:20:00,2016-10-22 17:40:00)","0","67.5"
"1","[2016-10-20 08:20:00,2016-10-20 08:40:00)","1","98.5"
"1","[2016-10-18 18:40:00,2016-10-18 19:00:00)","1","79.5"
"1","[2016-10-21 17:20:00,2016-10-21 17:40:00)","0","43.5"
"1","[2016-10-18 09:20:00,2016-10-18 09:40:00)","1","119.5"
"3","[2016-10-22 08:40:00,2016-10-22 09:00:00)","0","127.0"
"1","[2016-10-18 08:00:00,2016-10-18 08:20:00)","1","103.0"
"3","[2016-10-22 08:40:00,2016-10-22 09:00:00)","1","90.0"
"1","[2016-10-20 08:40:00,2016-10-20 09:00:00)","0","53.0"
"3","[2016-10-18 09:00:00,2016-10-18 09:20:00)","1","128.0"
"1","[2016-10-21 18:20:00,2016-10-21 18:40:00)","1","82.5"
"1","[2016-10-22 08:00:00,2016-10-22 08:20:00)","1","76.5"
"3","[2016-10-18 08:20:00,2016-10-18 08:40:00)","1","116.5"
"3","[2016-10-18 08:40:00,2016-10-18 09:00:00)","0","176.5"
"1","[2016-10-24 09:40:00,2016-10-24 10:00:00)","1","128.0"
"3","[2016-10-18 09:20:00,2016-10-18 09:40:00)","0","163.5"
"3","[2016-10-23 17:20:00,2016-10-23 17:40:00)","1","82.5"
"1","[2016-10-19 17:20:00,2016-10-19 17:40:00)","1","97.0"
"1","[2016-10-21 09:00:00,2016-10-21 09:20:00)","0","56.5"
"1","[2016-10-24 08:20:00,2016-10-24 08:40:00)","1","112.5"
"2","[2016-10-19 18:40:00,2016-10-19 19:00:00)","0","65.5"
"1","[2016-10-18 18:40:00,2016-10-18 19:00:00)","0","29.5"
"2","[2016-10-18 08:20:00,2016-10-18 08:40:00)","0","79.5"
"1","[2016-10-24 17:20:00,2016-10-24 17:40:00)","1","102.0"
"1","[2016-10-23 17:20:00,2016-10-23 17:40:00)","1","98.5"
"3","[2016-10-20 18:40:00,2016-10-20 19:00:00)","1","67.5"
"3","[2016-10-23 09:00:00,2016-10-23 09:20:00)","1","86.5"
"1","[2016-10-22 09:00:00,2016-10-22 09:20:00)","0","44.0"
"1","[2016-10-18 17:20:00,2016-10-18 17:40:00)","0","42.5"
"1","[2016-10-24 18:00:00,2016-10-24 18:20:00)","1","79.0"
"3","[2016-10-20 09:00:00,2016-10-20 09:20:00)","1","125.0"
"3","[2016-10-19 09:00:00,2016-10-19 09:20:00)","1","121.0"
"1","[2016-10-24 09:00:00,2016-10-24 09:20:00)","1","130.5"
"3","[2016-10-23 08:40:00,2016-10-23 09:00:00)","0","102.5"
"3","[2016-10-18 08:40:00,2016-10-18 09:00:00)","1","132.5"
"3","[2016-10-21 18:20:00,2016-10-21 18:40:00)","1","72.0"
"3","[2016-10-19 09:40:00,2016-10-19 10:00:00)","1","108.5"
"3","[2016-10-20 09:00:00,2016-10-20 09:20:00)","0","163.5"
"1","[2016-10-20 18:00:00,2016-10-20 18:20:00)","1","76.0"
