"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","2","[2016-10-25 08:00:00,2016-10-25 08:20:00)","68.9879167769"
"A","2","[2016-10-25 08:20:00,2016-10-25 08:40:00)","71.0750266229"
"A","2","[2016-10-25 08:40:00,2016-10-25 09:00:00)","71.2805603093"
"A","2","[2016-10-25 09:00:00,2016-10-25 09:20:00)","75.1953222586"
"A","2","[2016-10-25 09:20:00,2016-10-25 09:40:00)","71.7791145385"
"A","2","[2016-10-25 09:40:00,2016-10-25 10:00:00)","68.4262194546"
"A","2","[2016-10-25 17:00:00,2016-10-25 17:20:00)","67.591095113"
"A","2","[2016-10-25 17:20:00,2016-10-25 17:40:00)","68.2395073922"
"A","2","[2016-10-25 17:40:00,2016-10-25 18:00:00)","67.3571129194"
"A","2","[2016-10-25 18:00:00,2016-10-25 18:20:00)","66.6023972045"
"A","2","[2016-10-25 18:20:00,2016-10-25 18:40:00)","66.8147357778"
"A","2","[2016-10-25 18:40:00,2016-10-25 19:00:00)","67.5253102906"
"A","2","[2016-10-26 08:00:00,2016-10-26 08:20:00)","74.7814488847"
"A","2","[2016-10-26 08:20:00,2016-10-26 08:40:00)","76.8685587308"
"A","2","[2016-10-26 08:40:00,2016-10-26 09:00:00)","77.0740924171"
"A","2","[2016-10-26 09:00:00,2016-10-26 09:20:00)","80.9888543664"
"A","2","[2016-10-26 09:20:00,2016-10-26 09:40:00)","77.5726466463"
"A","2","[2016-10-26 09:40:00,2016-10-26 10:00:00)","74.2197515624"
"A","2","[2016-10-26 17:00:00,2016-10-26 17:20:00)","77.845809623"
"A","2","[2016-10-26 17:20:00,2016-10-26 17:40:00)","78.4942219022"
"A","2","[2016-10-26 17:40:00,2016-10-26 18:00:00)","77.6118274294"
"A","2","[2016-10-26 18:00:00,2016-10-26 18:20:00)","76.8571117145"
"A","2","[2016-10-26 18:20:00,2016-10-26 18:40:00)","77.0694502879"
"A","2","[2016-10-26 18:40:00,2016-10-26 19:00:00)","77.7800248007"
"A","2","[2016-10-27 08:00:00,2016-10-27 08:20:00)","75.5867930959"
"A","2","[2016-10-27 08:20:00,2016-10-27 08:40:00)","77.6739029419"
"A","2","[2016-10-27 08:40:00,2016-10-27 09:00:00)","77.8794366283"
"A","2","[2016-10-27 09:00:00,2016-10-27 09:20:00)","81.7941985776"
"A","2","[2016-10-27 09:20:00,2016-10-27 09:40:00)","78.3779908575"
"A","2","[2016-10-27 09:40:00,2016-10-27 10:00:00)","75.0250957736"
"A","2","[2016-10-27 17:00:00,2016-10-27 17:20:00)","75.9564712885"
"A","2","[2016-10-27 17:20:00,2016-10-27 17:40:00)","76.6048835677"
"A","2","[2016-10-27 17:40:00,2016-10-27 18:00:00)","75.7224890949"
"A","2","[2016-10-27 18:00:00,2016-10-27 18:20:00)","74.96777338"
"A","2","[2016-10-27 18:20:00,2016-10-27 18:40:00)","75.1801119534"
"A","2","[2016-10-27 18:40:00,2016-10-27 19:00:00)","75.8906864662"
"A","2","[2016-10-28 08:00:00,2016-10-28 08:20:00)","65.4515741796"
"A","2","[2016-10-28 08:20:00,2016-10-28 08:40:00)","67.5386840256"
"A","2","[2016-10-28 08:40:00,2016-10-28 09:00:00)","67.744217712"
"A","2","[2016-10-28 09:00:00,2016-10-28 09:20:00)","71.6589796612"
"A","2","[2016-10-28 09:20:00,2016-10-28 09:40:00)","68.2427719412"
"A","2","[2016-10-28 09:40:00,2016-10-28 10:00:00)","64.8898768573"
"A","2","[2016-10-28 17:00:00,2016-10-28 17:20:00)","56.3026257904"
"A","2","[2016-10-28 17:20:00,2016-10-28 17:40:00)","56.9510380696"
"A","2","[2016-10-28 17:40:00,2016-10-28 18:00:00)","56.0686435967"
"A","2","[2016-10-28 18:00:00,2016-10-28 18:20:00)","55.3139278819"
