"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","2","[2016-10-18 08:00:00,2016-10-18 08:20:00)","66.6690536189"
"A","2","[2016-10-18 08:20:00,2016-10-18 08:40:00)","67.1410714664"
"A","2","[2016-10-18 08:40:00,2016-10-18 09:00:00)","67.6237091609"
"A","2","[2016-10-18 09:00:00,2016-10-18 09:20:00)","68.1128091562"
"A","2","[2016-10-18 09:20:00,2016-10-18 09:40:00)","68.6042314819"
"A","2","[2016-10-18 09:40:00,2016-10-18 10:00:00)","69.0938865441"
"A","2","[2016-10-18 17:00:00,2016-10-18 17:20:00)","63.7961028582"
"A","2","[2016-10-18 17:20:00,2016-10-18 17:40:00)","63.4639345793"
"A","2","[2016-10-18 17:40:00,2016-10-18 18:00:00)","63.1027290176"
"A","2","[2016-10-18 18:00:00,2016-10-18 18:20:00)","62.7164762219"
"A","2","[2016-10-18 18:20:00,2016-10-18 18:40:00)","62.3094247396"
"A","2","[2016-10-18 18:40:00,2016-10-18 19:00:00)","61.8860451278"
"A","2","[2016-10-19 08:00:00,2016-10-19 08:20:00)","54.9330783187"
"A","2","[2016-10-19 08:20:00,2016-10-19 08:40:00)","55.6046089183"
"A","2","[2016-10-19 08:40:00,2016-10-19 09:00:00)","56.2844745251"
"A","2","[2016-10-19 09:00:00,2016-10-19 09:20:00)","56.9667117823"
"A","2","[2016-10-19 09:20:00,2016-10-19 09:40:00)","57.6453915945"
"A","2","[2016-10-19 09:40:00,2016-10-19 10:00:00)","58.3146661161"
"A","2","[2016-10-19 17:00:00,2016-10-19 17:20:00)","64.3930867671"
"A","2","[2016-10-19 17:20:00,2016-10-19 17:40:00)","64.1411846594"
"A","2","[2016-10-19 17:40:00,2016-10-19 18:00:00)","63.8645478152"
"A","2","[2016-10-19 18:00:00,2016-10-19 18:20:00)","63.566664331"
"A","2","[2016-10-19 18:20:00,2016-10-19 18:40:00)","63.2512582459"
"A","2","[2016-10-19 18:40:00,2016-10-19 19:00:00)","62.9222570759"
"A","2","[2016-10-20 08:00:00,2016-10-20 08:20:00)","61.1208841621"
"A","2","[2016-10-20 08:20:00,2016-10-20 08:40:00)","61.7697719835"
"A","2","[2016-10-20 08:40:00,2016-10-20 09:00:00)","62.4329843928"
"A","2","[2016-10-20 09:00:00,2016-10-20 09:20:00)","63.1057433993"
"A","2","[2016-10-20 09:20:00,2016-10-20 09:40:00)","63.7832930683"
"A","2","[2016-10-20 09:40:00,2016-10-20 10:00:00)","64.4609356915"
"A","2","[2016-10-20 17:00:00,2016-10-20 17:20:00)","64.7615667914"
"A","2","[2016-10-20 17:20:00,2016-10-20 17:40:00)","64.5985937135"
"A","2","[2016-10-20 17:40:00,2016-10-20 18:00:00)","64.4149714359"
"A","2","[2016-10-20 18:00:00,2016-10-20 18:20:00)","64.2138579147"
"A","2","[2016-10-20 18:20:00,2016-10-20 18:40:00)","63.9986123277"
"A","2","[2016-10-20 18:40:00,2016-10-20 19:00:00)","63.7727652227"
"A","2","[2016-10-21 08:00:00,2016-10-21 08:20:00)","70.3791904572"
"A","2","[2016-10-21 08:20:00,2016-10-21 08:40:00)","70.3607493611"
"A","2","[2016-10-21 08:40:00,2016-10-21 09:00:00)","70.3570428593"
"A","2","[2016-10-21 09:00:00,2016-10-21 09:20:00)","70.3663912332"
"A","2","[2016-10-21 09:20:00,2016-10-21 09:40:00)","70.3871148313"
"A","2","[2016-10-21 09:40:00,2016-10-21 10:00:00)","70.4175496106"
"A","2","[2016-10-21 17:00:00,2016-10-21 17:20:00)","74.0865696789"
"A","2","[2016-10-21 17:20:00,2016-10-21 17:40:00)","74.0683893603"
"A","2","[2016-10-21 17:40:00,2016-10-21 18:00:00)","74.0477431297"
"A","2","[2016-10-21 18:00:00,2016-10-21 18:20:00)","74.0261854617"
"A","2","[2016-10-21 18:20:00,2016-10-21 18:40:00)","74.0053654676"
"A","2","[2016-10-21 18:40:00,2016-10-21 19:00:00)","73.9870112431"
"A","2","[2016-10-22 08:00:00,2016-10-22 08:20:00)","107.115508906"
"A","2","[2016-10-22 08:20:00,2016-10-22 08:40:00)","107.11408739"
"A","2","[2016-10-22 08:40:00,2016-10-22 09:00:00)","107.112890089"
"A","2","[2016-10-22 09:00:00,2016-10-22 09:20:00)","107.111696239"
"A","2","[2016-10-22 09:20:00,2016-10-22 09:40:00)","107.11029968"
"A","2","[2016-10-22 09:40:00,2016-10-22 10:00:00)","107.108510895"
"A","2","[2016-10-22 17:00:00,2016-10-22 17:20:00)","63.9290429813"
"A","2","[2016-10-22 17:20:00,2016-10-22 17:40:00)","63.764656416"
"A","2","[2016-10-22 17:40:00,2016-10-22 18:00:00)","63.6046876479"
"A","2","[2016-10-22 18:00:00,2016-10-22 18:20:00)","63.4513422133"
"A","2","[2016-10-22 18:20:00,2016-10-22 18:40:00)","63.3069011837"
"A","2","[2016-10-22 18:40:00,2016-10-22 19:00:00)","63.1737012408"
"A","2","[2016-10-23 08:00:00,2016-10-23 08:20:00)","57.5960428628"
