"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","2","[2016-10-26 08:20:00,2016-10-26 08:40:00)","73.0732057695"
"C","3","[2016-10-31 08:40:00,2016-10-31 09:00:00)","143.37150712"
"C","1","[2016-10-31 09:40:00,2016-10-31 10:00:00)","178.010317638"
"A","2","[2016-10-31 17:40:00,2016-10-31 18:00:00)","58.2633464087"
"C","3","[2016-10-31 09:20:00,2016-10-31 09:40:00)","144.906793439"
"C","1","[2016-10-27 18:40:00,2016-10-27 19:00:00)","185.706433697"
"C","3","[2016-10-31 18:40:00,2016-10-31 19:00:00)","140.10303947"
"B","1","[2016-10-30 18:00:00,2016-10-30 18:20:00)","116.057606521"
"C","3","[2016-10-31 18:00:00,2016-10-31 18:20:00)","139.38702114"
"A","3","[2016-10-29 08:20:00,2016-10-29 08:40:00)","113.391497595"
"C","1","[2016-10-25 08:20:00,2016-10-25 08:40:00)","184.746832915"
"A","3","[2016-10-25 08:20:00,2016-10-25 08:40:00)","121.25635908"
"C","3","[2016-10-26 08:20:00,2016-10-26 08:40:00)","152.481369448"
"A","2","[2016-10-26 18:20:00,2016-10-26 18:40:00)","68.7500210573"
"A","2","[2016-10-26 17:20:00,2016-10-26 17:40:00)","71.9470350174"
"A","2","[2016-10-28 08:40:00,2016-10-28 09:00:00)","68.722684574"
"A","3","[2016-10-30 08:40:00,2016-10-30 09:00:00)","117.581692717"
"B","3","[2016-10-30 17:20:00,2016-10-30 17:40:00)","85.3024011524"
"C","3","[2016-10-30 17:40:00,2016-10-30 18:00:00)","144.920678758"
"C","1","[2016-10-25 17:00:00,2016-10-25 17:20:00)","182.265479884"
"B","1","[2016-10-27 09:40:00,2016-10-27 10:00:00)","123.159383553"
"B","1","[2016-10-31 08:20:00,2016-10-31 08:40:00)","116.884253508"
"C","1","[2016-10-30 18:20:00,2016-10-30 18:40:00)","179.180360845"
"C","1","[2016-10-25 18:40:00,2016-10-25 19:00:00)","182.224193441"
"B","3","[2016-10-26 09:20:00,2016-10-26 09:40:00)","94.8010695977"
"B","1","[2016-10-30 17:40:00,2016-10-30 18:00:00)","116.458521069"
"A","2","[2016-10-27 18:00:00,2016-10-27 18:20:00)","67.5149581575"
"A","3","[2016-10-27 09:20:00,2016-10-27 09:40:00)","131.985223233"
"A","2","[2016-10-27 08:40:00,2016-10-27 09:00:00)","71.3287643461"
"B","1","[2016-10-26 18:00:00,2016-10-26 18:20:00)","124.6901367"
"C","3","[2016-10-26 17:40:00,2016-10-26 18:00:00)","154.176028573"
"A","2","[2016-10-31 08:00:00,2016-10-31 08:20:00)","59.9838784075"
"B","3","[2016-10-28 09:40:00,2016-10-28 10:00:00)","88.8755870432"
"B","1","[2016-10-28 09:20:00,2016-10-28 09:40:00)","120.047739842"
"A","2","[2016-10-28 17:20:00,2016-10-28 17:40:00)","59.6206890224"
"B","3","[2016-10-27 09:20:00,2016-10-27 09:40:00)","95.3438962445"
"B","3","[2016-10-30 09:00:00,2016-10-30 09:20:00)","86.9957670355"
"C","3","[2016-10-31 18:20:00,2016-10-31 18:40:00)","139.041198399"
"C","1","[2016-10-30 17:00:00,2016-10-30 17:20:00)","179.614917149"
"A","3","[2016-10-26 17:20:00,2016-10-26 17:40:00)","126.211062103"
"C","3","[2016-10-28 09:20:00,2016-10-28 09:40:00)","151.019359915"
"B","1","[2016-10-31 17:40:00,2016-10-31 18:00:00)","114.354061728"
"B","1","[2016-10-29 18:00:00,2016-10-29 18:20:00)","115.984605654"
"A","2","[2016-10-27 09:40:00,2016-10-27 10:00:00)","69.0949588229"
"C","3","[2016-10-25 09:00:00,2016-10-25 09:20:00)","149.694536214"
"A","2","[2016-10-31 18:20:00,2016-10-31 18:40:00)","56.4402420922"
"C","3","[2016-10-30 17:00:00,2016-10-30 17:20:00)","144.009485141"
"C","3","[2016-10-28 08:40:00,2016-10-28 09:00:00)","149.484073597"
"B","1","[2016-10-27 09:20:00,2016-10-27 09:40:00)","125.041578391"
"B","3","[2016-10-28 18:00:00,2016-10-28 18:20:00)","79.5704054867"
"C","3","[2016-10-28 09:00:00,2016-10-28 09:20:00)","150.954284159"
"A","3","[2016-10-31 17:00:00,2016-10-31 17:20:00)","109.123107195"
"A","2","[2016-10-27 09:00:00,2016-10-27 09:20:00)","74.4553266938"
"A","2","[2016-10-31 08:20:00,2016-10-31 08:40:00)","62.7289397493"
"C","3","[2016-10-26 09:40:00,2016-10-26 10:00:00)","152.165050333"
"C","1","[2016-10-25 09:20:00,2016-10-25 09:40:00)","184.880903598"
"A","3","[2016-10-28 08:20:00,2016-10-28 08:40:00)","120.94498106"
"B","3","[2016-10-27 08:40:00,2016-10-27 09:00:00)","94.0892212901"
"C","1","[2016-10-31 08:00:00,2016-10-31 08:20:00)","178.832183733"
"A","3","[2016-10-26 18:00:00,2016-10-26 18:20:00)","124.739005178"
"A","2","[2016-10-27 17:00:00,2016-10-27 17:20:00)","68.9130664113"
"C","3","[2016-10-29 18:40:00,2016-10-29 19:00:00)","142.900873673"
"B","1","[2016-10-28 18:20:00,2016-10-28 18:40:00)","113.432454869"
"B","1","[2016-10-29 08:00:00,2016-10-29 08:20:00)","116.073123861"
"C","1","[2016-10-31 08:40:00,2016-10-31 09:00:00)","179.503378297"
"A","3","[2016-10-25 17:00:00,2016-10-25 17:20:00)","115.763663936"
"B","3","[2016-10-25 09:00:00,2016-10-25 09:20:00)","90.4793803497"
"C","3","[2016-10-26 09:20:00,2016-10-26 09:40:00)","154.455001944"
"A","3","[2016-10-28 08:00:00,2016-10-28 08:20:00)","123.373411059"
"C","3","[2016-10-27 18:00:00,2016-10-27 18:20:00)","149.233315647"
"A","3","[2016-10-31 08:40:00,2016-10-31 09:00:00)","116.612477677"
"C","3","[2016-10-25 18:40:00,2016-10-25 19:00:00)","146.310638324"
"C","1","[2016-10-25 08:40:00,2016-10-25 09:00:00)","184.317182852"
"C","3","[2016-10-25 09:20:00,2016-10-25 09:40:00)","149.759611971"
"A","3","[2016-10-27 08:40:00,2016-10-27 09:00:00)","130.469666625"
"C","1","[2016-10-29 08:00:00,2016-10-29 08:20:00)","179.658240847"
"A","2","[2016-10-28 18:40:00,2016-10-28 19:00:00)","57.4285447826"
"A","2","[2016-10-27 08:20:00,2016-10-27 08:40:00)","72.0526355243"
"A","2","[2016-10-25 17:40:00,2016-10-25 18:00:00)","64.6549513725"
"B","3","[2016-10-31 08:40:00,2016-10-31 09:00:00)","84.243688246"
"A","2","[2016-10-28 17:00:00,2016-10-28 17:20:00)","58.7586039064"
"B","1","[2016-10-25 08:40:00,2016-10-25 09:00:00)","121.764590486"
"C","3","[2016-10-25 09:40:00,2016-10-25 10:00:00)","147.469660359"
"A","3","[2016-10-27 17:40:00,2016-10-27 18:00:00)","121.839403602"
"C","1","[2016-10-29 09:40:00,2016-10-29 10:00:00)","178.836374754"
"B","3","[2016-10-30 08:20:00,2016-10-30 08:40:00)","84.7082682962"
"C","3","[2016-10-30 18:40:00,2016-10-30 19:00:00)","144.515748423"
"C","1","[2016-10-26 18:40:00,2016-10-26 19:00:00)","188.808697698"
"C","3","[2016-10-30 08:20:00,2016-10-30 08:40:00)","144.792939822"
"C","3","[2016-10-29 08:00:00,2016-10-29 08:20:00)","142.156444525"
"C","3","[2016-10-29 17:40:00,2016-10-29 18:00:00)","143.305804008"
"A","2","[2016-10-27 18:20:00,2016-10-27 18:40:00)","66.5781375672"
"A","2","[2016-10-29 08:20:00,2016-10-29 08:40:00)","60.526962975"
"A","3","[2016-10-27 08:20:00,2016-10-27 08:40:00)","128.453173819"
"B","3","[2016-10-28 18:20:00,2016-10-28 18:40:00)","79.2556479078"
"C","1","[2016-10-25 17:20:00,2016-10-25 17:40:00)","182.58518383"
"B","1","[2016-10-27 18:00:00,2016-10-27 18:20:00)","122.711034203"
"A","3","[2016-10-31 18:00:00,2016-10-31 18:20:00)","106.690038997"
"A","2","[2016-10-29 08:00:00,2016-10-29 08:20:00)","57.7819016333"
"A","3","[2016-10-30 18:40:00,2016-10-30 19:00:00)","109.620582429"
"C","3","[2016-10-26 08:40:00,2016-10-26 09:00:00)","152.919715626"
"B","1","[2016-10-27 08:40:00,2016-10-27 09:00:00)","124.758469007"
"C","1","[2016-10-30 18:40:00,2016-10-30 19:00:00)","179.573630706"
"C","1","[2016-10-28 18:40:00,2016-10-28 19:00:00)","177.491451274"
"A","3","[2016-10-27 18:00:00,2016-10-27 18:20:00)","119.875018266"
"B","3","[2016-10-26 17:40:00,2016-10-26 18:00:00)","94.0077041199"
"A","3","[2016-10-26 09:00:00,2016-10-26 09:20:00)","133.702238531"
"B","1","[2016-10-30 18:20:00,2016-10-30 18:40:00)","116.182308255"
"A","2","[2016-10-28 18:20:00,2016-10-28 18:40:00)","56.4236750623"
"B","1","[2016-10-31 09:00:00,2016-10-31 09:20:00)","118.679564046"
"A","3","[2016-10-30 17:20:00,2016-10-30 17:40:00)","110.525798234"
"B","1","[2016-10-26 08:20:00,2016-10-26 08:40:00)","124.745089944"
"C","1","[2016-10-28 09:20:00,2016-10-28 09:40:00)","183.515872912"
"B","1","[2016-10-26 08:40:00,2016-10-26 09:00:00)","124.796670619"
"A","2","[2016-10-29 17:20:00,2016-10-29 17:40:00)","60.7133055887"
"A","3","[2016-10-28 17:40:00,2016-10-28 18:00:00)","108.958649942"
"C","3","[2016-10-26 17:00:00,2016-10-26 17:20:00)","153.264834954"
"A","2","[2016-10-26 17:00:00,2016-10-26 17:20:00)","71.0849499015"
"C","1","[2016-10-31 18:20:00,2016-10-31 18:40:00)","176.785135168"
"C","1","[2016-10-31 18:00:00,2016-10-31 18:20:00)","176.691498596"
"A","2","[2016-10-28 17:40:00,2016-10-28 18:00:00)","58.2467793788"
"A","2","[2016-10-29 17:00:00,2016-10-29 17:20:00)","59.8512204728"
"B","1","[2016-10-31 18:00:00,2016-10-31 18:20:00)","113.953147181"
"C","1","[2016-10-26 17:20:00,2016-10-26 17:40:00)","189.169688087"
"C","1","[2016-10-27 08:40:00,2016-10-27 09:00:00)","185.963257059"
"C","1","[2016-10-30 09:00:00,2016-10-30 09:20:00)","184.120619322"
"B","3","[2016-10-25 17:00:00,2016-10-25 17:20:00)","86.5208913596"
"A","3","[2016-10-25 09:00:00,2016-10-25 09:20:00)","125.853970638"
"B","3","[2016-10-27 17:20:00,2016-10-27 17:40:00)","91.2566113958"
"A","3","[2016-10-29 17:40:00,2016-10-29 18:00:00)","108.959986906"
"B","3","[2016-10-30 08:40:00,2016-10-30 09:00:00)","85.6278452116"
"B","1","[2016-10-30 08:00:00,2016-10-30 08:20:00)","118.324476599"
"A","3","[2016-10-29 18:40:00,2016-10-29 19:00:00)","107.562442691"
"A","3","[2016-10-29 17:20:00,2016-10-29 17:40:00)","108.467658495"
"A","3","[2016-10-30 17:40:00,2016-10-30 18:00:00)","111.018126643"
"C","1","[2016-10-27 18:20:00,2016-10-27 18:40:00)","185.313163836"
"C","3","[2016-10-27 17:20:00,2016-10-27 17:40:00)","150.309711601"
"A","3","[2016-10-29 17:00:00,2016-10-29 17:20:00)","109.428669767"
"B","1","[2016-10-28 18:00:00,2016-10-28 18:20:00)","113.307753136"
"C","1","[2016-10-28 09:00:00,2016-10-28 09:20:00)","184.798170766"
"C","3","[2016-10-28 18:40:00,2016-10-28 19:00:00)","140.543490281"
"A","2","[2016-10-29 09:00:00,2016-10-29 09:20:00)","62.9296541446"
"A","3","[2016-10-27 09:00:00,2016-10-27 09:20:00)","133.050785378"
"B","3","[2016-10-27 18:00:00,2016-10-27 18:20:00)","90.1645478256"
"B","1","[2016-10-29 17:20:00,2016-10-29 17:40:00)","116.84817009"
"A","3","[2016-10-31 17:20:00,2016-10-31 17:40:00)","108.162095923"
"A","2","[2016-10-25 17:20:00,2016-10-25 17:40:00)","66.0288610161"
"A","3","[2016-10-25 08:00:00,2016-10-25 08:20:00)","123.684789079"
"B","3","[2016-10-26 17:00:00,2016-10-26 17:20:00)","93.073144047"
"A","3","[2016-10-30 09:00:00,2016-10-30 09:20:00)","120.162811468"
"B","1","[2016-10-25 18:20:00,2016-10-25 18:40:00)","119.138541402"
"B","3","[2016-10-31 09:40:00,2016-10-31 10:00:00)","83.3829981573"
"C","3","[2016-10-30 08:40:00,2016-10-30 09:00:00)","145.231286"
"A","2","[2016-10-31 08:40:00,2016-10-31 09:00:00)","62.0050685711"
"C","1","[2016-10-29 09:20:00,2016-10-29 09:40:00)","180.893156159"
"A","2","[2016-10-26 08:00:00,2016-10-26 08:20:00)","70.3281444276"
"B","3","[2016-10-28 17:40:00,2016-10-28 18:00:00)","80.7149590246"
"B","1","[2016-10-28 17:40:00,2016-10-28 18:00:00)","113.708667684"
"B","3","[2016-10-27 09:00:00,2016-10-27 09:20:00)","95.4571431143"
"A","2","[2016-10-27 18:40:00,2016-10-27 19:00:00)","67.5830072875"
"B","1","[2016-10-29 18:20:00,2016-10-29 18:40:00)","116.109307386"
"A","2","[2016-10-28 08:20:00,2016-10-28 08:40:00)","69.4465557522"
"B","3","[2016-10-30 08:00:00,2016-10-30 08:20:00)","84.271677501"
"B","1","[2016-10-28 17:00:00,2016-10-28 17:20:00)","113.83618443"
"A","2","[2016-10-25 18:40:00,2016-10-25 19:00:00)","63.8367167764"
"B","3","[2016-10-27 17:00:00,2016-10-27 17:20:00)","90.3745412906"
"A","3","[2016-10-25 18:00:00,2016-10-25 18:20:00)","113.330595739"
"B","1","[2016-10-25 17:00:00,2016-10-25 17:20:00)","119.542270963"
"B","1","[2016-10-30 17:00:00,2016-10-30 17:20:00)","116.586037815"
"C","3","[2016-10-28 08:20:00,2016-10-28 08:40:00)","149.045727419"
"B","1","[2016-10-28 09:40:00,2016-10-28 10:00:00)","118.165545005"
"C","1","[2016-10-30 09:40:00,2016-10-30 10:00:00)","180.781540062"
"C","3","[2016-10-30 09:40:00,2016-10-30 10:00:00)","144.476620707"
"A","3","[2016-10-26 08:40:00,2016-10-26 09:00:00)","131.121119778"
"C","1","[2016-10-25 09:00:00,2016-10-25 09:20:00)","186.163201453"
"C","3","[2016-10-29 09:40:00,2016-10-29 10:00:00)","142.522183413"
"A","3","[2016-10-30 08:00:00,2016-10-30 08:20:00)","117.99362991"
"C","3","[2016-10-28 08:00:00,2016-10-28 08:20:00)","148.363669415"
"C","3","[2016-10-26 08:00:00,2016-10-26 08:20:00)","151.799311444"
"C","1","[2016-10-26 17:00:00,2016-10-26 17:20:00)","188.849984141"
"C","1","[2016-10-25 09:40:00,2016-10-25 10:00:00)","182.824122193"
"A","2","[2016-10-27 17:20:00,2016-10-27 17:40:00)","69.7751515273"
"B","3","[2016-10-30 18:20:00,2016-10-30 18:40:00)","83.8955800031"
"A","3","[2016-10-28 08:40:00,2016-10-28 09:00:00)","122.961473865"
"A","2","[2016-10-31 18:00:00,2016-10-31 18:20:00)","57.3770626825"
"C","1","[2016-10-29 17:20:00,2016-10-29 17:40:00)","180.127770634"
"C","3","[2016-10-27 18:20:00,2016-10-27 18:40:00)","148.887492908"
"C","1","[2016-10-29 09:00:00,2016-10-29 09:20:00)","182.175454014"
"B","3","[2016-10-31 08:20:00,2016-10-31 08:40:00)","83.3241113306"
"B","1","[2016-10-29 09:40:00,2016-10-29 10:00:00)","115.3809965"
